sample_id,model_key,model_name,model_display_name,model_version,benchmark,run_label,candidate_index,entry_point,code,compiled_ok,tests_passed,functional_correctness,error_type,base_status,plus_status,base_passed,base_total,plus_passed,plus_total
Mbpp/731,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,lateralsurface_cone,"import math

def lateralsurface_cone(r, h):
    slant_height = math.sqrt(r**2 + h**2)
    lateral_surface_area = math.pi * r * slant_height
    return lateral_surface_area",True,True,True,,pass,pass,3,3,103,103
Mbpp/732,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,replace_specialchar,"def replace_specialchar(text):
    return text.replace("" "", "":"").replace("","", "":"").replace(""."", "":"")",True,True,True,,pass,pass,3,3,112,112
Mbpp/733,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,find_first_occurrence,"def find_first_occurrence(A, x):
    left, right = 0, len(A) - 1
    while left <= right:
        mid = (left + right) // 2
        if A[mid] == x and (mid == 0 or A[mid - 1] != x):
            return mid
        elif A[mid] < x:
            left = mid + 1
        else:
            right = mid - 1
    return -1",True,True,True,,pass,pass,3,3,102,102
Mbpp/734,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,sum_Of_Subarray_Prod,"def sum_Of_Subarray_Prod(arr):
    def subarray_products(arr):
        n = len(arr)
        result = []
        for i in range(n):
            prod = 1
            for j in range(i, n):
                prod *= arr[j]
                result.append(prod)
        return result
    
    subarray_products_result = subarray_products(arr)
    return sum(subarray_products_result)

# assert sum_Of_Subarray_Prod([1,2,3]) == 20",True,True,True,,pass,pass,3,3,104,104
Mbpp/735,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,toggle_middle_bits,"def toggle_middle_bits(n):
    if not isinstance(n, int) or n < 0:
        raise ValueError(""Invalid input"")
    
    bit_length = n.bit_length()
    if bit_length <= 2:
        return ~n & ((1 << bit_length) - 1)
    
    mask = (1 << (bit_length - 2)) - 1
    masked_number = n & mask
    toggled_bits = ~masked_number & mask
    result = (n & (~mask | (1 << (bit_length - 1)))) | toggled_bits
    
    return result",True,False,False,failed_tests,fail,fail,0,5,2,107
Mbpp/736,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,left_insertion,"def left_insertion(a, value):
    left = 0
    right = len(a)
    
    while left < right:
        mid = (left + right) // 2
        if a[mid] < value:
            left = mid + 1
        else:
            right = mid
    
    return left",True,True,True,,pass,pass,3,3,104,104
Mbpp/737,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,check_str,"import re

def check_str(string):
    return bool(re.match(r'^[aeiouAEIOU]', string))",True,True,True,,pass,pass,3,3,107,107
Mbpp/739,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,find_Index,"def find_Index(n):
    if not isinstance(n, int) or n < 1:
        raise ValueError(""Invalid inputs"")
    
    k = 1
    while True:
        triangular_number = (k * (k + 1)) // 2
        if len(str(triangular_number)) == n:
            return k
        k += 1",True,False,False,timeout,pass,timeout,3,3,16,103
Mbpp/74,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,is_samepatterns,"def is_samepatterns(colors, patterns):
    if not (isinstance(colors, list) and isinstance(patterns, list)):
        return False
    
    pattern_map = {}
    for color, pattern in zip(colors, patterns):
        if pattern in pattern_map:
            if pattern_map[pattern] != color:
                return False
        else:
            pattern_map[pattern] = color
    
    seen_patterns = set()
    for pattern in patterns:
        if pattern in seen_patterns and pattern_map[pattern] != colors[list(seen_patterns).index(pattern)]:
            return False
        seen_patterns.add(pattern)
    
    return True

# Test case
assert is_samepatterns([""red"",""green"",""green""], [""a"", ""b"", ""b""]) == True",True,False,False,failed_tests,fail,fail,2,3,68,117
Mbpp/740,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,tuple_to_dict,"def tuple_to_dict(test_tup):
    result = {}
    for i in range(0, len(test_tup), 2):
        key = test_tup[i]
        value = test_tup[i + 1]
        result[key] = value
    return result",True,True,True,,pass,pass,3,3,66,66
Mbpp/741,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,all_Characters_Same,"def all_Characters_Same(s):
    return len(set(s)) <= 1",True,True,True,,pass,pass,3,3,101,101
Mbpp/742,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,area_tetrahedron,"import math

def area_tetrahedron(side):
    assert isinstance(side, (int, float)), ""invalid inputs""
    assert side > 0, ""invalid inputs""
    
    return round((math.sqrt(3) * side**2), 4)",True,True,True,,pass,pass,3,3,104,104
Mbpp/743,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,rotate_right,"def rotate_right(l, m):
    n = len(l)
    if n == 0 or m == 0 or m % n == 0:
        return l
    else:
        shift = m % n
        return l[-shift:] + l[:-shift]",True,True,True,,pass,pass,3,3,115,115
Mbpp/744,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,check_none,"def check_none(test_tup):
    return any(item is None for item in test_tup)",True,True,True,,pass,pass,3,3,128,128
Mbpp/745,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,divisible_by_digits,"def divisible_by_digits(startnum, endnum):
    def is_divisible_by_all_digits(n):
        digits = [int(d) for d in str(n)]
        return all(digit != 0 and n % digit == 0 for digit in digits)
    
    result = []
    for num in range(startnum, endnum + 1):
        if is_divisible_by_all_digits(num):
            result.append(num)
    return result

# Example usage:
assert divisible_by_digits(1, 22) == [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]",True,True,True,,pass,pass,3,3,104,104
Mbpp/748,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,capital_words_spaces,"def capital_words_spaces(s):
    result = """"
    for char in s:
        if char.isupper():
            result += "" "" + char
        else:
            result += char
    return result.lstrip()",True,False,False,failed_tests,pass,fail,3,3,25,110
Mbpp/749,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,sort_numeric_strings,"def sort_numeric_strings(nums_str):
    def check_numeric(num: str):
        return num.lstrip('-').rstrip(' ').isdigit()
    
    assert isinstance(nums_str, list), ""invalid inputs""
    assert all(isinstance(x, str) for x in nums_str), ""invalid inputs""
    assert all(check_numeric(num) for num in nums_str), ""invalid inputs""
    
    return sorted(map(int, nums_str))",True,True,True,,pass,pass,3,3,104,104
Mbpp/75,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,find_tuples,"def find_tuples(test_list, K):
    return [t for t in test_list if all(x % K == 0 for x in t)]",True,True,True,,pass,pass,3,3,106,106
Mbpp/750,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,add_tuple,"def add_tuple(test_list, test_tup):
    return test_list + list(test_tup)",True,True,True,,pass,pass,3,3,102,102
Mbpp/751,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,check_min_heap,"def check_min_heap(arr):
    def is_valid_parent(i):
        if left_child_index := 2 * i + 1 < len(arr):
            if arr[left_child_index] < arr[i]:
                return False
        if right_child_index := 2 * i + 2 < len(arr):
            if arr[right_child_index] < arr[i]:
                return False
        return True
    
    for i in range(len(arr)):
        if not is_valid_parent(i):
            return False
    return True",True,False,False,failed_tests,fail,fail,0,3,74,105
Mbpp/752,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,jacobsthal_num,"def jacobsthal_num(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    
    a, b = 0, 1
    for _ in range(2, n + 1):
        next_jacobsthal = a + 2 * b
        a, b = b, next_jacobsthal
    
    return b

# Test the function with the given example
assert jacobsthal_num(5) == 11",True,False,False,failed_tests,fail,fail,0,4,0,102
Mbpp/753,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,min_k,"def min_k(test_list, K):
    return sorted(test_list, key=lambda x: x[1])[:K]",True,True,True,,pass,pass,3,3,103,103
Mbpp/754,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,extract_index_list,"def extract_index_list(l1, l2, l3):
    common = []
    for i in range(min(len(l1), len(l2), len(l3))):
        if l1[i] == l2[i] == l3[i]:
            common.append(l1[i])
    return common",True,True,True,,pass,pass,4,4,115,115
Mbpp/755,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,second_smallest,"def second_smallest(numbers):
    if len(numbers) < 2 or not isinstance(numbers, list) or not all(isinstance(i, (int, float)) for i in numbers):
        raise ValueError(""invalid inputs"")
    
    unique_sorted = sorted(set(numbers))
    return unique_sorted[1] if len(unique_sorted) > 1 else None",True,False,False,failed_tests,pass,fail,4,4,101,103
Mbpp/757,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,count_reverse_pairs,"def count_reverse_pairs(test_list):
    def is_reverse_pair(s1, s2):
        return s1 == s2[::-1]
    
    count = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if is_reverse_pair(test_list[i], test_list[j]):
                count += 1
    return count

# assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""]) == 2",True,True,True,,pass,pass,3,3,110,110
Mbpp/758,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,unique_sublists,"def unique_sublists(list1):
    result = {}
    for sublist in list1:
        sublist_tuple = tuple(sublist)
        if sublist_tuple in result:
            result[sublist_tuple] += 1
        else:
            result[sublist_tuple] = 1
    return result",True,True,True,,pass,pass,4,4,112,112
Mbpp/759,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,is_decimal,"def is_decimal(num):
    try:
        float(num)
        return len(num.split('.')[1]) <= 2 if '.' in num else True
    except ValueError:
        return False",True,False,False,failed_tests,pass,fail,5,5,104,110
Mbpp/760,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,unique_Element,"def unique_Element(arr):
    return len(set(arr)) == 1",True,True,True,,pass,pass,3,3,105,105
Mbpp/762,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,check_monthnumber_number,"def check_monthnumber_number(monthnum3):
    if monthnum3 in [4, 6, 9, 11]:
        return True
    else:
        return False",True,True,True,,pass,pass,3,3,13,13
Mbpp/763,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,find_min_diff,"def find_min_diff(arr):
    arr = sorted(arr)
    min_diff = float('inf')
    for i in range(len(arr) - 1):
        diff = abs(arr[i] - arr[i + 1])
        if diff < min_diff:
            min_diff = diff
    return min_diff",True,False,False,failed_tests,fail,fail,0,3,0,101
Mbpp/764,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,number_ctr,"def number_ctr(s):
    count = 0
    for char in s:
        if char.isdigit():
            count += 1
    return count",True,True,True,,pass,pass,4,4,105,105
Mbpp/765,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,is_polite,"def is_polite(n):
    def is_polite_helper(num):
        count = 0
        for i in range(1, num + 1):
            if num % i != 0:
                count += 1
        return count
    
    polite_count = 0
    num = 1
    while True:
        if is_polite_helper(num) > 2 * (num ** 0.5):
            polite_count += 1
        if polite_count == n:
            return num
        num += 1",True,False,False,failed_tests,fail,fail,0,3,0,108
Mbpp/766,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,pair_wise,"def pair_wise(lst):
    return [(lst[i], lst[i+1]) for i in range(len(lst) - 1)]",True,True,True,,pass,pass,4,4,111,111
Mbpp/767,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,get_pairs_count,"def get_pairs_count(arr, sum_):
    count = 0
    n = len(arr)
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] + arr[j] == sum_:
                count += 1
    return count",True,True,True,,pass,pass,4,4,103,103
Mbpp/769,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,Diff,"def Diff(li1, li2):
    set1 = set(li1)
    set2 = set(li2)
    return [item for item in li1 if item not in set2] + [item for item in li2 if item not in set1]

# Test the function with the provided example
assert Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35]) == [10, 20, 30, 15]",True,False,False,failed_tests,fail,fail,0,3,0,109
Mbpp/77,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,is_Diff,"def is_Diff(n):
    if not isinstance(n, int):
        raise ValueError(""invalid inputs"")
    
    s = str(n)
    odd_sum = 0
    even_sum = 0
    
    for i in range(len(s)):
        if i % 2 == 0:
            odd_sum += int(s[i])
        else:
            even_sum += int(s[i])
    
    return (odd_sum - even_sum) % 11 == 0",True,False,False,failed_tests,pass,fail,3,3,54,116
Mbpp/770,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,odd_num_sum,"def odd_num_sum(n):
    sum_of_powers = 0
    for i in range(1, 2 * n, 2):
        sum_of_powers += i ** 4
    return sum_of_powers",True,True,True,,pass,pass,3,3,101,101
Mbpp/771,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,check_expression,"def check_expression(exp):
    stack = []
    matching_bracket = {')': '(', '}': '{', ']': '['}
    
    for char in exp:
        if char in matching_bracket.values():
            stack.append(char)
        elif char in matching_bracket.keys():
            if not stack or stack[-1] != matching_bracket[char]:
                return False
            stack.pop()
    
    return len(stack) == 0",True,False,False,failed_tests,pass,fail,3,3,102,103
Mbpp/772,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,remove_length,"def remove_length(test_str, K):
    words = test_str.split()
    filtered_words = [word for word in words if len(word) != K]
    return ' '.join(filtered_words)",True,True,True,,pass,pass,3,3,106,106
Mbpp/773,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,occurance_substring,"def occurance_substring(text, pattern):
    if not (isinstance(text, str) and isinstance(pattern, str)):
        return None
    
    index = text.find(pattern)
    if index == -1:
        return None
    else:
        return (pattern, index, index + len(pattern))",True,True,True,,pass,pass,4,4,101,101
Mbpp/775,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,odd_position,"def odd_position(nums):
    return all(num % 2 != 0 for num in nums[1::2])",True,True,True,,pass,pass,3,3,102,102
Mbpp/777,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,find_sum,"def find_sum(arr):
    unique_elements = set()
    duplicates = set()
    
    for num in arr:
        if num in duplicates:
            continue
        if num in unique_elements:
            unique_elements.remove(num)
            duplicates.add(num)
        else:
            unique_elements.add(num)
    
    return sum(unique_elements)

# Test the function
assert find_sum([1, 2, 3, 1, 1, 4, 5, 6]) == 21",True,False,False,failed_tests,fail,fail,0,3,0,110
Mbpp/778,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,pack_consecutive_duplicates,"def pack_consecutive_duplicates(list1):
    if not isinstance(list1, list):
        raise ValueError(""Invalid input"")
    
    result = []
    current_pack = [list1[0]]
    
    for i in range(1, len(list1)):
        if list1[i] == list1[i - 1]:
            current_pack.append(list1[i])
        else:
            result.append(current_pack)
            current_pack = [list1[i]]
    
    result.append(current_pack)
    return result",True,False,False,failed_tests,pass,fail,3,3,106,107
Mbpp/780,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,find_combinations,"def find_combinations(test_list):
    result = []
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            sum1 = sum(test_list[i])
            sum2 = sum(test_list[j])
            if (sum1, sum2) not in result and (sum2, sum1) not in result:
                result.append((sum1, sum2))
    return result

# Test the function with the provided example
assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8, 14), (11, 8), (12, 17), (11, 11)]",True,False,False,failed_tests,fail,fail,0,4,0,119
Mbpp/781,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,count_divisors,"def count_divisors(n):
    if not isinstance(n, int) or n <= 0:
        raise ValueError(""invalid inputs"")
    
    count = 0
    for i in range(1, int(n**0.5) + 1):
        if n % i == 0:
            count += 2 if i != n // i else 1
    return count % 2 == 0",True,True,True,,pass,pass,3,3,113,113
Mbpp/782,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,odd_length_sum,"def odd_length_sum(arr):
    n = len(arr)
    total_sum = 0
    
    for start in range(n):
        for end in range(start, n):
            if (end - start + 1) % 2 != 0:
                subarray_sum = sum(arr[start:end+1])
                total_sum += subarray_sum
    
    return total_sum",True,True,True,,pass,pass,3,3,105,105
Mbpp/784,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,mul_even_odd,"def mul_even_odd(list1):
    even = None
    odd = None
    for num in list1:
        if num % 2 == 0 and even is None:
            even = num
        elif num % 2 != 0 and odd is None:
            odd = num
        if even is not None and odd is not None:
            break
    return even * odd

# Example usage:
assert mul_even_odd([1,3,5,7,4,1,6,8]) == 4",True,True,True,,pass,pass,3,3,102,102
Mbpp/785,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,tuple_str_int,"def tuple_str_int(test_str):
    assert isinstance(test_str, str), ""invalid inputs""
    assert test_str.startswith('('), ""invalid inputs""
    assert test_str.endswith(')'), ""invalid inputs""
    assert test_str.lstrip('(').rstrip(')').replace('...', '').replace(',', '').replace(' ', '').isdigit(), ""invalid inputs""
    
    # Remove parentheses and split by commas
    elements = test_str[1:-1].split(',')
    # Convert each element to an integer
    int_tuple = tuple(int(elem.strip()) for elem in elements)
    return int_tuple",True,False,False,failed_tests,pass,fail,4,4,109,117
Mbpp/786,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,right_insertion,"def right_insertion(a, x):
    left, right = 0, len(a)
    while left < right:
        mid = (left + right) // 2
        if a[mid] <= x:
            left = mid + 1
        else:
            right = mid
    return left",True,True,True,,pass,pass,3,3,103,103
Mbpp/787,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,text_match_three,"def text_match_three(text):
    import re
    if not isinstance(text, str):
        raise ValueError(""invalid inputs"")
    return bool(re.search(r'ab{3}', text))",True,True,True,,pass,pass,4,4,101,101
Mbpp/788,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,new_tuple,"def new_tuple(test_list, test_str):
    return tuple(test_list + [test_str])",True,True,True,,pass,pass,3,3,101,101
Mbpp/79,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,word_len,"def word_len(s):
    assert isinstance(s, str), ""invalid inputs""
    assert s.isalpha(), ""invalid inputs""
    return len(s) % 2 != 0",True,True,True,,pass,pass,3,3,102,102
Mbpp/790,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,even_position,"def even_position(nums):
    assert isinstance(nums, list), ""invalid inputs""  # $_CONTRACT_$
    assert all(isinstance(i, int) for i in nums), ""invalid inputs""  # $_CONTRACT_$
    
    for i in range(len(nums)):
        if i % 2 == 0:
            if nums[i] % 2 != 0:
                return False
    return True",True,False,False,failed_tests,pass,fail,3,3,95,111
Mbpp/791,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,remove_nested,"def remove_nested(test_tup):
    def is_tuple(element):
        return isinstance(element, tuple)
    
    flat_list = []
    for element in test_tup:
        if not is_tuple(element):
            flat_list.append(element)
    return tuple(flat_list)

# Test the function
assert remove_nested((1, 5, 7, (4, 6), 10)) == (1, 5, 7, 10)",True,True,True,,pass,pass,4,4,108,108
Mbpp/792,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,count_list,"def count_list(input_list):
    if not isinstance(input_list, list):
        raise ValueError(""Invalid input: expected a list"")
    
    count = 0
    for item in input_list:
        if isinstance(item, list):
            count += 1
    return count",True,True,True,,pass,pass,3,3,115,115
Mbpp/793,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,last,"def last(arr, x):
    for i in range(len(arr) - 1, -1, -1):
        if arr[i] == x:
            return i
    raise ValueError(""Element not found"")",True,True,True,,pass,pass,3,3,0,0
Mbpp/794,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,text_starta_endb,"import re

def text_starta_endb(text):
    pattern = r'a.*?b$'
    return bool(re.match(pattern, text))",True,False,False,failed_tests,pass,fail,3,3,87,103
Mbpp/796,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,return_sum,"def return_sum(d):
    assert isinstance(d, dict), ""invalid inputs""
    assert all(isinstance(x, (int, float)) for x in d.values()), ""invalid inputs""
    
    return sum(d.values())",True,True,True,,pass,pass,3,3,103,103
Mbpp/797,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,sum_in_range,"def sum_in_range(l, r):
    def sum_odd_numbers(n):
        return n * n if n % 2 != 0 else (n // 2) * (1 + n)
    
    return sum_odd_numbers(r) - sum_odd_numbers(l - 1) if l % 2 != 0 else sum_odd_numbers(r) - sum_odd_numbers(l)

# Example usage:
assert sum_in_range(2, 5) == 8",True,False,False,failed_tests,fail,fail,0,3,0,102
Mbpp/798,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,_sum,"def _sum(arr):
    assert isinstance(arr, list), ""invalid inputs""
    assert all(isinstance(n, (int, float)) for n in arr), ""invalid inputs""
    
    return sum(arr)",True,True,True,,pass,pass,3,3,101,101
Mbpp/799,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,left_rotate,"def left_rotate(n, d):
    bits = 32
    return ((n << d) | (n >> (bits - d))) & 0xFFFFFFFF",True,True,True,,pass,pass,7,7,101,101
Mbpp/8,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,square_nums,"def square_nums(nums):
    return [x**2 for x in nums]",True,True,True,,pass,pass,3,3,103,103
Mbpp/80,m2_deepseek_coder,DeepSeek-Coder-V2-Lite,DeepSeek-Coder-V2-Lite 16B Q4_0,16B Lite Instruct Q4_0,mbpp_plus,fc,1,tetrahedral_number,"def tetrahedral_number(n):
    assert isinstance(n, int), ""invalid inputs""
    assert n >= 0, ""invalid inputs""
    
    return n * (n + 1) * (n + 2) // 6",True,True,True,,pass,pass,3,3,101,101
